SDSS,petroR90_g,b_a,TT,Bar,RA,DE,hubble,ellip
J15281760-00075569,14.84,0.563,6,4,232.07333,-0.132136,SBc,-99
J15365712-00051615,15.65,0.674,1,0,234.238,-0.087819,Sa,-99
J15404056-00093356,27.62,0.432,3,72,235.169,-0.159322,SBb,-99
J08464877+00181267,27.74,0.556,5,0,131.70321,0.303519,Sc,-99
J08484563+00172946,18.52,0.88,4,4,132.19012,0.291517,SBb,-99
J08503169+00190863,18.36,0.861,2,0,132.63204,0.319064,Sa,-99
J08505070+00222385,15.23,0.905,-5,0,132.71125,0.373292,E1,1
J08510980+00151292,10.3,0.749,-3,0,132.79083,0.253589,S0,-99
J08535867+00210015,14.08,0.457,3,2,133.49446,0.350042,SBb,-99
J09160914+00174749,13.89,0.535,0,0,139.03808,0.296525,S0,-99
J09172195+00191887,23.23,0.721,3,2,139.34146,0.321908,SBb,-99
J09283301+00173139,10.13,0.801,-5,0,142.13754,0.292053,E2,2
J09341047+00152857,11.76,0.582,6,0,143.54362,0.257936,Sc,-99
J09351434+00243287,10.83,0.858,-5,0,143.80975,0.409131,E1,1
J09431204+00245098,21.07,0.23,5,0,145.80017,0.414161,Sc,-99
J09484629+00161895,4.43,0.498,1,0,147.19287,0.271931,Sa,-99
J09495304+00185414,58.68,0.565,4,8,147.471,0.315039,SBb,-99
J09545515+00224313,16.64,0.954,4,0,148.72979,0.378647,Sb,-99
J10011160+00133246,37.21,0.911,0,0,150.29833,0.225683,S0,-99
J10011187+00194562,11.45,0.83,5,0,150.29946,0.329339,Sc,-99
J10023083+00182632,15.71,0.575,2,0,150.62846,0.307311,Sa,-99
J10044083+00221163,16.09,0.631,0,4,151.17012,0.369897,S0,-99
J10073413+00163813,15.02,0.884,4,0,151.89221,0.277258,Sb,-99
J10075641+00161978,11.52,0.881,-2,0,151.98504,0.272161,S0,-99
J10081329+00225921,8.23,0.741,-2,0,152.05537,0.383114,S0,-99
J10143714+00202946,10.93,0.929,-5,0,153.65475,0.341517,E1,1
J10215159+00243637,8.43,0.284,3,0,155.46496,0.410103,Sb,-99
J10215320+00174334,9.24,0.566,5,2,155.47167,0.295372,SBc,-99
J10314572+00231656,6.69,0.979,7,0,157.9405,0.387933,Sc,-99
J10365736+00134710,64.39,0.615,5,0,159.239,0.22975,Sc,-99
J10491126+00224461,16.83,0.48,5,0,162.29692,0.379058,Sc,-99
J10491699+00194559,21.65,0.812,5,4,162.32079,0.329331,SBc,-99
J10492439+00135517,14.01,0.741,0,0,162.35162,0.231992,S0,-99
J10494116+00214715,14.98,0.84,-5,0,162.4215,0.363097,E2,2
J10495885+00192029,18.49,0.711,-5,0,162.49521,0.322303,E3,3
J10502278+00141101,14.28,0.919,0,2,162.59492,0.236392,S0,-99
J10495939+00211173,12.32,0.23,3,0,162.49746,0.353258,Sb,-99
J10513223+00152635,16.88,0.538,5,0,162.88429,0.257319,Sc,-99
J11063327+00164807,10.3,0.431,0,0,166.63862,0.280019,S0,-99
J11083961+00170351,7.46,0.506,1,0,167.16504,0.284308,Sa,-99
J11084090+00233025,13.18,0.826,5,0,167.17042,0.391736,Sc,-99
J11204929+00232462,10.35,0.75,-2,0,170.20537,0.390172,S0,-99
J11251790+00210174,24.43,0.725,4,0,171.32458,0.350483,Sb,-99
J11273673+00234277,11.91,0.664,3,4,171.90304,0.395214,SBb,-99
J12001800+00174195,14.72,0.436,6,0,180.075,0.294986,Sc,-99
J12024651+00220359,10.95,0.539,-2,64,180.69379,0.367664,S0,-99
J12080385+00224368,10.97,0.935,0,4,182.01604,0.3788,S0,-99
J12155250+00240250,41.87,0.568,4,4,183.96875,0.400694,SBb,-99
J12261443+00160193,20.16,0.446,6,0,186.56012,0.267203,Sc,-99
J12384647+00192108,14.08,0.409,0,8,189.69362,0.322522,S0,-99
J12390113+00215599,19.62,0.97,-5,0,189.75471,0.365553,E0,0
J12465120+00174930,17.12,0.549,-5,0,191.71333,0.297028,E5,5
J12471931+00241739,22.05,0.594,1,0,191.83046,0.404831,Sa,-99
J12551657+00144881,11.05,0.75,-5,0,193.81904,0.246892,E2,2
J13023465+00205485,14.01,0.667,-5,0,195.64437,0.348569,E3,3
J13180933+00132218,31.68,0.772,7,8,199.53887,0.222828,SBc,-99
J13212309+00203264,17.71,0.403,1,0,200.34621,0.3424,Sa,-99
J13214648+00125521,31.76,0.812,4,0,200.44367,0.215336,Sb,-99
J13295992+00181835,21.87,0.959,-5,0,202.49967,0.305097,E0,0
J13365856+00133249,17.25,0.428,2,4,204.244,0.225692,SBa,-99
J13370647+00220468,17.86,0.579,3,8,204.27696,0.367967,SBb,-99
J14115387+00132270,10.97,0.7,-5,0,212.97446,0.222972,E3,3
J14173064+00210188,12.06,0.674,-5,0,214.37767,0.350522,E3,3
J14175960+00160272,10.05,0.786,-5,0,214.49833,0.267422,E2,2
J14294063+00215903,11.22,0.973,-5,0,217.41929,0.366397,E0,0
J14304601+00145162,20.26,0.475,4,72,217.69171,0.247672,SBb,-99
J14352534+00200371,6.63,0.869,4,0,218.85558,0.334364,Sb,-99
J14425824+00160836,4.58,0.686,-2,8,220.74267,0.268989,S0,-99
J14445211+00215690,21.81,0.285,5,0,221.21712,0.365806,Sc,-99
J15164021+00150191,5.37,0.753,-5,0,229.16754,0.250531,E2,2
J15172071+00141398,6.41,0.477,-2,0,229.33629,0.237217,S0,-99
J15271500+00214891,13.47,0.708,0,4,231.8125,0.363586,S0,-99
J15273528+00172108,11.55,0.543,1,0,231.897,0.289189,Sa,-99
J15304650+00164020,21.76,0.418,6,8,232.69375,0.277833,SBc,-99
J08474796+00391337,14.46,0.778,0,0,131.94983,0.653714,S0,-99
J08501238+00392458,11.66,0.658,0,0,132.55158,0.656828,S0,-99
J08533928+00452945,9.66,0.728,1,4,133.41367,0.758181,SBa,-99
J08582859+00381363,11,0.941,1,0,134.61912,0.637119,Sa,-99
J08591918+00475194,12.71,0.604,6,0,134.82992,0.797761,Sc,-99
J09161375+00420235,6.77,0.969,4,4,139.05729,0.700653,SBb,-99
J09332937+00393290,15.31,0.844,-5,0,143.37237,0.659139,E2,2
J09343931+00411708,9.06,0.204,2,0,143.66379,0.688078,Sa,-99
J09440502+00440072,13.83,0.759,-5,0,146.02092,0.733533,E2,2
J09455111+00381930,8.96,0.692,6,72,146.46296,0.638694,SBc,-99
J09480520+00451604,17.64,0.694,-5,0,147.02167,0.754456,E3,3
J09532021+00415173,17.72,0.522,1,16,148.33421,0.697703,SBa,-99
J09540592+00390193,16.61,0.815,6,4,148.52467,0.650536,SBc,-99
J09542418+00492535,13.49,0.715,-5,0,148.60075,0.823708,E3,3
J09572512+00435134,6.43,0.854,5,0,149.35467,0.730928,Sc,-99
J09574325+00412377,13.63,0.328,2,0,149.43021,0.689936,Sa,-99
J10002436+00421651,13.36,0.627,3,68,150.1015,0.704586,SBb,-99
J10041372+00484484,7.75,0.397,1,0,151.05717,0.812456,Sa,-99
J10054983+00380005,11.74,0.573,-5,0,151.45762,0.633347,E4,4
J10055067+00375446,12.41,0.577,-5,0,151.46112,0.631794,E4,4
J10210765+00405732,32.36,0.792,3,4,155.28187,0.682589,SBb,-99
J10223136+00413490,13.42,0.371,-2,0,155.63067,0.693028,S0,-99
J10254213+00454687,15.44,0.842,0,0,156.42554,0.763019,S0,-99
J10262113+00410574,8.54,0.629,4,64,156.58804,0.684928,SBb,-99
J10345057+00403502,11.7,0.849,-3,0,158.71071,0.676394,S0,-99
J10403448+00490268,10.98,0.573,2,0,160.14367,0.817411,Sa,-99
J10415341+00473553,32.55,0.91,6,4,160.47254,0.793203,SBc,-99
J10475460+00484517,11.52,0.417,7,0,161.9775,0.812547,Sc,-99
J10542608+00394944,6.7,0.466,0,0,163.60867,0.663733,S0,-99
J10585288+00404693,5.19,0.889,0,2,164.72033,0.679703,S0,-99
J11073160+00465916,59.78,0.86,3,4,166.88167,0.7831,SBb,-99
J11090839+00422620,7.22,0.644,3,4,167.28496,0.707278,SBb,-99
J11094624+00484941,29.73,0.953,1,0,167.44267,0.813725,Sa,-99
J11162488+00465477,23.7,0.485,5,0,169.10367,0.781881,Sc,-99
J11240918+00420204,23.11,0.482,6,0,171.03825,0.700567,Sc,-99
J11241863+00383744,19.58,0.898,6,8,171.07762,0.643733,SBc,-99
J11255859+00491739,8.52,0.762,-5,0,171.49412,0.821497,E2,2
J11321345+00490941,70.15,0.649,5,0,173.05604,0.819281,Sc,-99
J11324605+00454337,4.18,0.79,-3,0,173.19187,0.762047,S0,-99
J12142922+00494839,15.95,0.424,1,0,183.62175,0.830108,Sa,-99
J12144544+00443670,9.51,0.262,5,0,183.68933,0.743528,Sc,-99
J12192522+00375142,5.5,0.375,-2,0,184.85508,0.63095,S0,-99
J12330603+00464197,5.57,0.488,-2,0,188.27512,0.778325,S0,-99
J12391137+00430287,68.31,0.726,6,8,189.79737,0.717464,SBc,-99
J12393698+00450647,33.27,0.65,4,4,189.90408,0.751797,SBb,-99
J12401219+00414440,9.69,0.94,-5,0,190.05079,0.695667,E1,1
J13010568+00453020,12.11,0.927,-5,0,195.27367,0.758389,E1,1
J13024353+00394983,32.01,0.736,5,4,195.68137,0.663842,SBc,-99
J13113747+00395692,18.04,0.511,4,4,197.90612,0.665811,SBb,-99
J13291384+00434266,25.43,0.805,6,4,202.30767,0.728517,SBc,-99
J13385342+00451924,10.7,0.367,1,64,204.72258,0.755344,SBa,-99
J13475568+00465459,30.74,0.655,4,0,206.982,0.781831,Sb,-99
J13524410+00480974,11.06,0.287,-2,0,208.18375,0.802706,S0,-99
J14032784+00435960,25.03,0.825,4,0,210.866,0.733222,Sb,-99
J14230098+00473967,11.67,0.936,-5,0,215.75408,0.794353,E1,1
J14323224+00461742,11.91,0.761,-2,0,218.13433,0.771506,S0,-99
J14332095+00501440,7.93,0.564,-2,0,218.33729,0.837333,S0,-99
J14544862+00382880,5.64,0.727,-2,64,223.70258,0.641333,S0,-99
J14545312+00382548,12.1,0.322,4,0,223.72133,0.640411,Sb,-99
J14590985+00453447,8.74,0.922,-5,0,224.79104,0.759575,E1,1
J15072561+00392069,13.69,0.876,1,0,226.85671,0.655747,Sa,-99
J15114695+00392114,19.84,0.537,5,0,227.94562,0.655872,Sc,-99
J15162503+00422898,39.09,0.791,4,8,229.10429,0.70805,SBb,-99
J15175401+00494322,15.11,0.57,-5,0,229.47504,0.828672,E4,4
J15285022+00463811,11.77,0.908,-5,0,232.20925,0.777253,E1,1
J15291142+00432728,14.75,0.791,4,0,232.29758,0.724244,Sb,-99
J15325806+00423845,7,0.451,-2,0,233.24192,0.710681,S0,-99
J15332178+00464314,9.93,0.837,-5,0,233.34075,0.77865,E2,2
J10422272+01073485,9.44,0.764,-5,0,160.59467,1.126347,E2,2
J10591785+01091250,12.31,0.928,-5,0,164.82437,1.153472,E1,1
J11000105+01064403,13.54,0.461,4,0,165.00437,1.112231,Sb,-99
J11565701+01065712,8.86,0.433,1,0,179.23754,1.115867,Sa,-99
J11570593+01073214,12.59,0.53,1,0,179.27471,1.125594,Sa,-99
J12032952+01134565,15.18,0.695,0,4,180.873,1.229347,S0,-99
J12094088+01102223,18.36,0.593,-5,0,182.42033,1.172842,E4,4
J12160448+01104953,11.22,0.702,4,0,184.01867,1.180425,Sb,-99
J12240489+01112325,16.62,0.69,5,8,186.02037,1.189792,SBc,-99
J12241184+01124686,34.68,0.864,5,0,186.04933,1.213017,Sc,-99
J12292163+01032497,57.36,0.793,5,0,187.34012,1.056936,Sc,-99
J13105862+01084252,15.21,0.626,4,0,197.74425,1.145144,Sb,-99
J13130860+01091267,9.99,0.969,1,8,198.28583,1.153519,SBa,-99
J13180234+01065069,10.38,0.64,-2,0,199.50975,1.114081,S0,-99
J13294500+01105870,5.65,0.537,-5,0,202.4375,1.182972,E5,5
J13364792+01091414,12.27,0.904,5,0,204.19967,1.153928,Sc,-99
J13594601+01043290,32.72,0.543,4,8,209.94171,1.075806,SBb,-99
J00354660+13524815,13.43,0.545,2,0,8.94417,13.880042,Sa,-99
J00591531+13343339,8.65,0.51,-2,0,14.81379,13.575942,S0,-99
J01070476+13352405,12,0.724,1,0,16.76983,13.590014,Sa,-99
J01151258+13275139,14.98,0.97,-5,0,18.80242,13.464275,E0,0
J01155429+13211206,7.03,0.617,-2,0,18.97621,13.35335,S0,-99
J01302540+13134105,16.4,0.434,1,0,22.60583,13.228069,Sa,-99
J01454508+12561870,20.69,0.761,2,0,26.43783,12.938528,Sa,-99
J01491162+12511171,13.18,0.304,0,16,27.29842,12.853253,S0,-99
J01125957+15292864,17.65,0.849,-5,0,18.24821,15.491289,E2,2
J01492115+12425420,45.67,0.486,5,0,27.33812,12.715056,Sc,-99
J00473513+14091845,20.27,0.485,5,0,11.89637,14.155125,Sc,-99
J01032040+14014999,11.62,0.339,3,0,15.835,14.030553,Sb,-99
J01071424+13571845,20.97,0.579,5,2,16.80933,13.955125,SBc,-99
J01100316+13584134,26.34,0.888,-5,0,17.51317,13.97815,E1,1
J01310476+13385882,6.42,0.795,-5,0,22.76983,13.649672,E2,2
J01314228+13345576,16.92,0.625,4,0,22.92617,13.582156,Sb,-99
J01340755+13293060,32.26,0.615,2,0,23.53146,13.491833,Sa,-99
J01432666+13191298,6.74,0.45,-2,0,25.86108,13.320272,S0,-99
J01490006+13123998,23.05,0.578,1,4,27.25025,13.211106,SBa,-99
J01490718+13053896,12.13,0.784,1,0,27.27992,13.094156,Sa,-99
J01493352+13140010,14.47,0.868,-3,0,27.38967,13.233361,S0,-99
J01512226+13033725,11.58,0.506,1,0,27.84275,13.060347,Sa,-99
J01512992+13075417,79.21,0.835,5,0,27.87467,13.131714,Sc,-99
J01524440+13113320,12.62,0.711,1,0,28.185,13.192556,Sa,-99
J01551764+12593550,5.99,0.445,7,0,28.8235,12.993194,Sc,-99
J02005507+12560874,10.37,0.586,4,0,30.22946,12.935761,Sb,-99
J02082987+12440008,11.37,0.8,1,4,32.12446,12.733356,SBa,-99
J00375835+14325016,24,0.661,1,4,9.49312,14.547267,SBa,-99
J00393831+14395122,12.17,0.332,1,0,9.90962,14.664228,Sa,-99
J00452230+14340004,15.63,0.504,2,0,11.34292,14.566678,Sa,-99
J00515728+14334840,9.84,0.767,-5,0,12.98867,14.563444,E2,2
J00522791+14310600,38.01,0.341,6,0,13.11629,14.518333,Sc,-99
J01043012+14301410,9.76,0.71,-5,0,16.1255,14.503917,E3,3
J01092584+14195363,4.32,0.639,-2,0,17.35767,14.331564,S0,-99
J01092199+14203226,64.57,0.673,4,2,17.34162,14.342294,SBb,-99
J01092880+14214727,52.21,0.864,3,4,17.37,14.363131,SBb,-99
J01092718+14153617,11.09,0.719,-5,0,17.36325,14.260047,E3,3
J01173692+14130434,7.56,0.699,-5,0,19.40383,14.217872,E3,3
J01240809+14020414,10.91,0.929,-5,0,21.03371,14.034483,E1,1
J01272519+14031635,8.32,0.485,-2,0,21.85496,14.054542,S0,-99
J01285583+14043546,16.031,0.432,7,0,22.23262,14.076517,Sc,-99
J01311448+14020068,17.34,0.338,6,0,22.81033,14.033522,Sc,-99
J01484424+13415793,8.68,0.895,2,0,27.18433,13.699425,Sa,-99
J01542441+13322802,16.52,0.391,-2,0,28.60171,13.541117,S0,-99
J01545959+13285864,16.47,0.216,3,16,28.74829,13.482956,SBb,-99
J01575583+13212930,10.36,0.652,-3,0,29.48262,13.358139,S0,-99
J02051987+13153063,8.63,0.647,-5,0,31.33279,13.258508,E4,4
J02052928+13150354,42.74,0.587,-5,0,31.372,13.250983,E4,4
J02072031+13015437,8.37,0.433,-2,0,31.83462,13.031769,S0,-99
J02114909+13011579,18.22,0.883,-5,0,32.95454,13.021053,E1,1
J00284682+15052941,9.91,0.566,1,0,7.19508,15.091503,Sa,-99
J00382371+15022244,11.66,0.507,0,4,9.59879,15.039567,S0,-99
J00463155+14590597,15.11,0.704,5,0,11.63146,14.984992,Sc,-99
J00570519+14543086,28.71,0.524,2,8,14.27162,14.908572,SBa,-99
J01054207+14440409,15.29,0.571,2,0,16.42529,14.734469,Sa,-99
J01172810+14421594,7.86,0.291,1,4,19.36708,14.704428,SBa,-99
J01190798+14355561,16.92,0.876,6,0,19.78325,14.598781,Sc,-99
J01201210+14334065,26.11,0.782,-5,0,20.05042,14.561292,E2,2
J01213066+14301796,17.3,0.394,5,0,20.37775,14.504989,Sc,-99
J01252368+14311195,34.82,0.299,3,0,21.34867,14.519986,Sb,-99
J01282957+14245107,11.31,0.637,-2,8,22.12321,14.414186,S0,-99
J01294090+14301835,7.45,0.898,1,8,22.42042,14.505097,SBa,-99
J01303999+14261325,16.09,0.661,3,0,22.66662,14.437014,Sb,-99
J01453374+14013344,10.12,0.969,1,0,26.39058,14.025956,Sa,-99
J01491189+14030184,10.96,0.865,-5,0,27.29954,14.050511,E1,1
J01490840+13574772,13.35,0.655,-5,0,27.285,13.963256,E3,3
J02035323+13401197,10.65,0.721,-5,0,30.97179,13.669992,E3,3
J02051754+13302059,63.15,0.864,2,0,31.32308,13.505719,Sa,-99
J02133766+13274151,6.85,0.763,-5,0,33.40692,13.461531,E2,2
J02141212+13261277,11.62,0.756,0,0,33.5505,13.436881,S0,-99
J00374914+15315580,14.45,0.547,1,0,9.45475,15.532167,Sa,-99
J00422985+15234806,57.56,0.511,1,8,10.62437,15.396683,SBa,-99
J00545089+15164125,12.15,0.901,2,0,13.71204,15.278125,Sa,-99
J00594011+15195152,12.88,0.578,3,0,14.91712,15.330978,Sb,-99
J01035875+15145014,10.34,0.706,-3,0,15.99479,15.247261,S0,-99
J01110618+15101960,18.82,0.708,5,0,17.77575,15.172111,Sc,-99
J01132427+15142782,14.14,0.696,4,8,18.35112,15.241061,SBb,-99
J01184585+14593568,23.94,0.827,4,72,19.69104,14.993244,SBb,-99
J01251325+14522091,31.62,0.829,5,0,21.30521,14.872475,Sc,-99
J01273103+14491129,11.01,0.759,7,2,21.87929,14.819803,SBc,-99
J01330754+14453908,5.77,0.924,0,0,23.28142,14.760856,S0,-99
J01361934+14392462,8.15,0.603,-2,0,24.08058,14.656839,S0,-99
J01581622+14174782,13.68,0.881,-5,0,29.56758,14.296617,E1,1
J02032792+14014972,45.16,0.797,5,0,30.86633,14.030478,Sc,-99
J02045575+14005534,12.56,0.778,-5,0,31.23229,14.015372,E2,2
J02093947+13585945,43.57,0.907,2,4,32.41446,13.983181,SBa,-99
J02113355+13550165,7.52,0.847,0,0,32.88979,13.917125,S0,-99
J02133749+13434126,18.24,0.819,1,2,33.40621,13.728128,SBa,-99
J00285979+15581405,15.31,0.238,1,0,7.24912,15.970569,Sa,-99
J00311043+15531280,0,0.912,-2,0,7.79346,15.886889,S0,-99
J00505942+15532355,13.61,0.79,-5,0,12.74758,15.889875,E2,2
J01112480+15342318,9.9,0.826,-5,0,17.85333,15.573106,E2,2
J01124798+15314302,9.76,0.727,-5,0,18.19992,15.528617,E3,3
J01125389+15360888,6.19,0.575,-2,0,18.22454,15.602467,S0,-99
J01131568+15305924,16.91,0.875,-5,0,18.31533,15.516456,E1,1
J01131620+15301054,8.02,0.225,-3,0,18.3175,15.502928,S0,-99
J01124984+15301952,9.39,0.622,-2,4,18.20767,15.505422,S0,-99
J01125402+15324912,9.28,0.378,-2,0,18.22508,15.546978,S0,-99
J01125942+15352920,16.48,0.191,3,0,18.24758,15.591444,Sb,-99
J01130283+15313877,15.17,0.843,-5,0,18.26179,15.527436,E2,2
J01134762+15302987,9.86,0.985,-2,0,18.44842,15.508297,S0,-99
J01141680+15353302,38.49,0.527,0,0,18.57,15.592506,S0,-99
J01182168+15243399,11.29,0.695,-5,0,19.59033,15.409442,E3,3
J01385476+15011770,20.4,0.787,-5,0,24.72817,15.021583,E2,2
J01385194+15025885,14.31,0.946,-5,0,24.71642,15.049681,E1,1
J01571297+14440763,13.96,0.913,-5,0,29.30404,14.735453,E1,1
J01564224+14354359,18.23,0.854,-5,0,29.176,14.595442,E1,1
J02082498+14205842,39.63,0.634,5,0,32.10408,14.349561,Sc,-99
J02113077+14180176,13.44,0.503,-2,0,32.87821,14.300489,S0,-99
J02113143+14120234,16.87,0.651,0,0,32.88096,14.20065,S0,-99
J00354693+13590150,17.56,0.392,4,0,8.94554,13.98375,Sb,-99
J00381737+13592551,17.15,0.366,2,0,9.57237,13.990419,Sa,-99
J00390268+14051994,9.34,0.656,-2,0,9.76117,14.088872,S0,-99
J00562300+13523479,22.19,0.905,-5,0,14.09583,13.876331,E1,1
J00562078+13514370,18.22,0.515,0,0,14.08658,13.862139,S0,-99
J01100252+13385089,19.27,0.735,1,0,17.5105,13.647469,Sa,-99
J01142501+13430998,9.65,0.879,-5,0,18.60421,13.719439,E1,1
J01154183+13371562,12.54,0.858,-3,0,18.92429,13.621006,S0,-99
J01182343+13372842,19.85,0.915,5,0,19.59762,13.624561,Sc,-99
J01300616+13170211,14.7,0.973,2,0,22.52567,13.283919,Sa,-99
J01331771+13195529,44.49,0.197,6,4,23.32379,13.332025,SBc,-99
J01335330+13241225,11.62,0.691,-3,0,23.47208,13.403403,S0,-99
J01424742+13105001,14.52,0.787,-5,0,25.69758,13.180558,E2,2
J01440141+13042692,13.73,0.553,7,8,26.00587,13.074144,SBc,-99
J01465918+13073043,21.49,0.392,2,0,26.74658,13.125119,Sa,-99
J01490253+12553911,10.75,0.669,-2,0,27.26054,12.927531,S0,-99
J01491406+13031922,18.1,0.851,-5,0,27.30858,13.055339,E1,1
J02032657+12352114,7.54,0.847,-5,0,30.86071,12.589206,E2,2
J02142364+12201553,8.64,0.345,1,0,33.5985,12.337647,Sa,-99
J00384743+14285892,20.99,0.307,4,0,9.69762,14.483033,Sb,-99
J00433239+14203321,41.01,0.821,5,0,10.88496,14.342558,Sc,-99
J00560198+14134924,30.1,0.873,2,0,14.00825,14.230344,Sa,-99
J01101165+14125503,28.92,0.755,4,8,17.54854,14.215286,SBb,-99
J01102451+14123876,11.26,0.785,-5,0,17.60212,14.210767,E2,2
J01110831+14132208,13.26,0.785,-5,0,17.78462,14.2228,E2,2
J01285325+13473765,31.39,0.31,5,0,22.22187,13.793792,Sc,-99
J01404267+13330469,9.09,0.475,-2,0,25.17779,13.551303,S0,-99
J01433173+13304954,15.4,0.971,5,0,25.88221,13.513761,Sc,-99
J01492482+13220824,22.5,0.387,3,0,27.35342,13.368956,Sb,-99
J01510202+13174760,36.35,0.283,6,0,27.75842,13.296556,Sc,-99
J01561524+13095706,60.37,0.499,5,0,29.0635,13.16585,Sc,-99
J01565197+13124600,8.42,0.702,-5,0,29.21654,13.212778,E3,3
J01570377+13100145,14.49,0.716,-5,0,29.26571,13.167069,E3,3
J01572003+13101341,9.26,0.643,-2,0,29.33346,13.170392,S0,-99
J00471939+14421264,4.63,0.694,3,4,11.83079,14.703511,SBb,-99
J00573594+14360538,13.22,0.742,2,0,14.39975,14.601494,Sa,-99
J01062569+14341670,34.34,0.638,1,4,16.60704,14.571306,SBa,-99
J01154687+14320640,13.97,0.966,1,8,18.94529,14.535111,SBa,-99
J01462980+13570952,15.45,0.808,-5,0,26.62417,13.952644,E2,2
J01492846+13423174,3.37,0.485,-2,0,27.36858,13.708817,S0,-99
J01504648+13412762,6.23,0.772,-5,0,27.69367,13.691006,E2,2
J01541451+13404329,5.22,0.656,-5,0,28.56046,13.678692,E3,3
J02085136+13214896,12.82,0.906,3,0,32.214,13.3636,Sb,-99
J02114816+13091928,10.72,0.459,-5,0,32.95067,13.155356,E5,5
J00383175+15140903,12.95,0.82,1,4,9.63229,15.235842,SBa,-99
J00574188+15040494,17.5,0.648,5,4,14.4245,15.068039,SBc,-99
J01023830+15100655,8.22,0.75,-5,0,15.65958,15.168486,E2,2
J01083207+15012297,9.99,0.892,-5,0,17.13362,15.023047,E1,1
J01111419+14524139,7.22,0.661,-5,0,17.80912,14.878164,E3,3
J01114617+14584035,11.96,0.489,-2,0,17.94237,14.977875,S0,-99
J01150833+14540337,15.27,0.603,2,8,18.78471,14.900936,SBa,-99
J01193293+14521888,12.73,0.385,7,0,19.88721,14.871911,Sc,-99
J01200200+14513978,15.24,0.782,-5,0,20.00833,14.86105,E2,2
J01215332+14534453,8.07,0.905,-5,0,20.47217,14.895703,E1,1
J01252213+14501937,26.39,0.338,1,0,21.34221,14.838714,Sa,-99
J01270953+14463460,26.42,0.722,6,0,21.78971,14.776278,Sc,-99
J01283987+14455380,19.9,0.482,4,0,22.16612,14.764944,Sb,-99
J01285377+14431454,20.15,0.559,1,4,22.22404,14.720706,SBa,-99
J01284203+14363332,20.73,0.742,-3,0,22.17512,14.609256,S0,-99
J01301716+14391858,17.94,0.54,5,0,22.5715,14.655161,Sc,-99
J01360017+14335561,8.23,0.634,-5,0,24.00071,14.565447,E4,4
J01372099+14274654,24.99,0.907,5,8,24.33746,14.462928,SBc,-99
J01460179+14142112,39.27,0.768,2,8,26.50746,14.2392,SBa,-99
J01475575+14133641,11.85,0.35,-2,0,26.98229,14.226781,S0,-99
J01533748+14022200,12.66,0.897,-5,0,28.40617,14.039444,E1,1
J01593472+14002951,26.78,0.711,-2,0,29.89467,14.008197,S0,-99
J01593096+13563757,54.44,0.371,5,0,29.879,13.943769,Sc,-99
J02004320+14013516,2.3,0.476,-2,0,30.18,14.026433,S0,-99
J02032888+13581644,10.26,0.67,-5,0,30.87033,13.971233,E3,3
J00372827+15373456,18.3,0.859,-5,0,9.36779,15.626267,E1,1
J00473033+15414944,13.97,0.658,3,4,11.87637,15.697067,SBb,-99
J00484701+15423220,10.86,0.849,-2,0,12.19587,15.708944,S0,-99
J01085959+15202110,9.72,0.707,-5,0,17.24829,15.339194,E3,3
J01150175+15244853,9.77,0.541,1,4,18.75729,15.413481,SBa,-99
J01232360+15125283,22.82,0.736,1,4,20.84833,15.214675,SBa,-99
J01325510+14581018,13.33,0.735,-2,0,23.22958,14.969494,S0,-99
J01553952+14293037,11.6,0.75,-2,0,28.91467,14.491769,S0,-99
J01570978+14325959,19.79,0.243,1,0,29.29075,14.549886,Sa,-99
J02011919+14260804,10.48,0.382,1,0,30.32996,14.435567,Sa,-99
J02035915+14183728,5.34,0.422,4,0,30.99646,14.310356,Sb,-99
J02113906+14083043,5.19,0.596,-5,0,32.91275,14.141786,E4,4
J02120781+13585893,12.17,0.713,-5,0,33.03254,13.983036,E3,3
J02120324+14061508,80.74,0.768,7,0,33.0135,14.104189,Sc,-99
J02125759+14061023,3.27,0.498,-2,0,33.23996,14.102842,S0,-99
J02152989+13513318,12.58,0.594,1,0,33.87454,13.859217,Sa,-99
J00385151+16045062,8.25,0.716,-5,0,9.71462,16.080728,E3,3
J00473025+16081300,15.49,0.588,4,8,11.87604,16.136944,SBb,-99
J00480310+16005798,4.24,0.958,-5,0,12.01292,16.016106,E0,0
J00512523+16034016,15.66,0.508,1,0,12.85512,16.061156,Sa,-99
J01034000+15531209,9.92,0.641,-2,0,15.91667,15.886692,S0,-99
J01083659+15490943,36.59,0.393,5,0,17.15246,15.819286,Sc,-99
J01100441+15425923,12.65,0.847,-5,0,17.51837,15.716453,E2,2
J01104806+15505225,5.72,0.323,-2,0,17.70025,15.847847,S0,-99
J01122733+15450025,16.6,0.899,-5,0,18.11387,15.750069,E1,1
J01124383+15422815,19.53,0.904,5,0,18.18262,15.707819,Sc,-99
J01132448+15465794,12.66,0.62,3,0,18.352,15.782761,Sb,-99
J01210932+15414090,21.34,0.711,4,8,20.28883,15.694694,SBb,-99
J01320458+15300124,14.09,0.756,0,0,23.01908,15.500344,S0,-99
J01350258+15291584,10.16,0.763,-5,0,23.76075,15.487733,E2,2
J01353446+15165206,13.77,0.823,-5,0,23.89358,15.281128,E2,2
J01354339+15191033,10.64,0.674,-5,0,23.93079,15.319536,E3,3
J01381962+15240266,30.15,0.861,-2,0,24.58175,15.400739,S0,-99
